order_id,user_id,wallet_address,product_name,product_type,amount_usd,discount_usd,final_amount_usd,payment_method,chain,tx_hash,gas_fee_usd,status,created_at,country
ORD00021,USR0061,0x6ddb7d2671dcdf06cea36c8e75d3870de913db35,Token Launch Kit,one_time,972.49,145.87,826.62,USDC,solana,0x0bb97188eac74296762fff235dfda00ae431c2c1d39ff9be1bb178a2057fadc8,6.273,completed,2024-09-23 07:00:11,UK
ORD00022,USR0032,0x83888943ff47fb29cde5f9aab7645d2c17fd3f8a,Web3 API Access - Starter,subscription,19.54,1.95,17.59,USDC,ethereum,0x4ecbc040643a6a382ec7098e4300a5011509b65c71916da02fcb47d9f0810d2d,11.9085,completed,2024-03-23 08:58:10,UK
ORD00023,USR0033,0x0e72efc71112c315a5d5671acb9153fa67200f9c,Wallet Intelligence Report,one_time,156.9,0.0,156.9,ETH,arbitrum,0x56ad864d7b8e661d37d36a57df8a32bea6381704e21130d988d19ef6701236f9,12.2893,completed,2024-11-18 06:27:46,FR
ORD00024,USR0199,0xad77bfea108f66436a2603b757b85a17827d8df0,Smart Contract Audit Tool,one_time,449.38,89.88,359.5,ETH,polygon,0x4fa03e3cac4a35965a8c32bbabe4d24ce8f00e20defd42eba2b104d5850de913,8.3331,completed,2024-08-19 10:57:05,AE
ORD00025,USR0029,0xa8690afc851337687f2cf531d35c0da9202f8ba8,NFT Marketplace Pro,subscription,104.74,0.0,104.74,BTC,arbitrum,0x2f1d8cda5b3300e9bcbb0e9bd206e0779a55e79c1241d7f1ea8a408a41472480,,completed,2024-05-19 03:03:36,FR
ORD00026,USR0068,0x418782d54081197aad4151b14d2cbd035ee38b0f,NFT Marketplace Pro,subscription,99.52,14.93,84.59,credit_card,,,,completed,2024-06-12 11:38:12,US
ORD00027,USR0115,0x007cc25517fc5582e51b137fc3fc0b88063d1f31,Token Launch Kit,one_time,989.41,0.0,989.41,USDC,arbitrum,0xac251fbb908f3d980913180f571d145d49d627ef93929b2c9a33516b9ad957bd,11.045,completed,2024-02-12 08:27:25,FR
ORD00028,USR0169,0xfc6350d09ebd867039317e1f6c7b47fc1d3bf264,Web3 API Access - Pro,subscription,162.83,0.0,162.83,credit_card,,,,completed,2024-09-06 20:22:11,AE
ORD00029,USR0110,0xddabeea93c904cda3030afdb2137bc2a301f67c8,Blockchain Analytics Dashboard,subscription,196.75,0.0,196.75,USDT,solana,0xe276b5590aeb248a63acda25ebeafab9a8100868d7d46684c258d5a476868c72,2.6508,completed,2024-12-19 07:01:34,KR
ORD00030,USR0160,0x41de51c5b86a6730212d945672ef9ea99e5422b8,Wallet Intelligence Report,one_time,145.45,14.54,130.91,BTC,arbitrum,0xa890cd2a8a129f9929b60b93ff3b62b6b5bfd5fca98bd53d22da7fd231dcd633,,completed,2024-05-06 06:56:52,BR
ORD00031,USR0155,0xf4b1de6ca614391e81a73ac1acdb53230562837e,Node Monitoring Service,subscription,26.76,4.01,22.75,USDT,optimism,0xa25fb20bbf9f4fc9090b6256a84e5b6a71f0092dbf4bc62a0d09df36bebddebd,10.9522,completed,2024-09-29 13:03:29,AE
ORD00032,USR0116,0xb09bfb36f8ccf5711a83a30ba444c7a1ccfc0974,DeFi Portfolio Tracker,subscription,48.54,2.43,46.11,USDC,optimism,0x72b63f34a8fd5534b18b15c68af4aa14c7a8ca1c25749a3f8b3155aaf909cd74,5.032,completed,2024-11-17 08:06:22,AU
ORD00033,USR0066,0x2734b32faf7e12838d616da6bdfd3e51f13fb255,Token Launch Kit,one_time,1083.51,0.0,1083.51,USDC,ethereum,0x25ce7f8a08771961a89ee6335c32c0a6b001c23c9adb16a06b008f3357568769,1.8518,refunded,2024-09-23 17:38:09,KR
ORD00034,USR0190,0xfb7c2c78b05a708cce085f6ced9c49b1d93947a4,Token Launch Kit,one_time,911.08,91.11,819.97,BTC,arbitrum,0x86e67ccd2973140d22860d005273c76cbf7dd0c25f34c9734d98126d4ccb2ca7,,completed,2024-08-04 01:45:04,KR
ORD00035,USR0106,0x621d436663312e1c84520b956660cfa9162d831b,Token Launch Kit,one_time,983.6,147.54,836.06,BTC,ethereum,0x7dcabc1ff1bb5704bfacc2e6fa841d065382f1a0ffd577822b42d2d9c947e87e,,completed,2024-10-18 09:09:21,AU
ORD00036,USR0091,0x5addbbbbcce1431ff0b1bdb91ff4c15403030e31,Blockchain Analytics Dashboard,subscription,185.26,9.26,176.0,USDC,polygon,0x894ef38a1a608d9a6ccd638ca0c8725a3ce8c2d5338d0d52492e8547d21317eb,5.5767,completed,2024-03-23 14:52:09,CA
ORD00037,USR0030,0x4ac7acc4bedf04dc077aa1267109fbdf8e8547f2,Crypto Tax Reporter,one_time,77.88,7.79,70.09,USDT,arbitrum,0x8c37e5bdf2d8074d616c294a6769e3fa7be0f687c702178fa20c90a405ccafc2,10.2872,completed,2024-11-09 11:50:54,JP
ORD00038,USR0156,0x5aa7e28c3289b2513d24a81007d342c9f0492340,Crypto Tax Reporter,one_time,82.2,0.0,82.2,BTC,solana,0xd76c5f0ec4363877e6193d00e66852422cbf1f8a0bd4b4462045665db4fe71f8,,completed,2024-04-16 03:03:52,AU
ORD00039,USR0037,0xe901ca7cf8dd3bd6503db5a64cc84076fdf0c339,Wallet Intelligence Report,one_time,138.33,20.75,117.58,USDC,ethereum,0x9d4178bf7f7c8cc486ad1a49fa49d8f45d3421d765bd8aab3b1b5b15de5c89b7,11.3186,completed,2024-01-28 00:34:59,BR
ORD00040,USR0108,0xac305be8d73595a15f906036b5ecfe508266f501,Web3 API Access - Starter,subscription,18.28,0.0,18.28,USDT,arbitrum,0x1846c5b9ca8f0e3423d6503a52d4b4778cd6697071f4abf73d11d7cbe516ce17,1.7319,completed,2024-05-23 17:08:41,AU
ORD00041,USR0041,0x3f912036c1fe2cb53d4b44a5734097ebcd12fbb4,Wallet Intelligence Report,one_time,142.21,21.33,120.88,credit_card,,,,completed,2024-02-01 16:23:41,CA
ORD00042,USR0156,0x5aa7e28c3289b2513d24a81007d342c9f0492340,Web3 API Access - Starter,subscription,19.97,0.0,19.97,credit_card,,,,completed,2024-03-24 17:14:54,AU
ORD00043,USR0029,0xa8690afc851337687f2cf531d35c0da9202f8ba8,Crypto Tax Reporter,one_time,78.79,11.82,66.97,USDC,solana,0x7270fd0fb18a0e14b938a64e77be19b714b48cd09fe306e4d11db8449ebeaa76,3.6975,completed,2024-08-18 08:24:42,FR
ORD00044,USR0015,0x5b80008b981df59498fdfbb0a660cc533ac4d723,NFT Marketplace Pro,subscription,104.29,20.86,83.43,BTC,solana,0xea746a66a5212654818cafc581eb205307caa7cde5f33d58bbb6d033d44b3ffd,,completed,2024-03-23 00:50:36,IN
ORD00045,USR0002,0xacf542a51d8b0121d44bd8e876d2dc9dc9233c39,Web3 API Access - Starter,subscription,17.59,1.76,15.83,ETH,optimism,0x7c1920057694a776bbe18d210ec7cebb8e6820f441b2476c6c80034901b3c9d8,7.7538,completed,2024-03-09 05:35:39,UK
ORD00046,USR0091,0x5addbbbbcce1431ff0b1bdb91ff4c15403030e31,Blockchain Analytics Dashboard,subscription,180.78,0.0,180.78,USDC,binance_smart_chain,0x149510318e118cd3315afb69462147aae45942bce369a39f76805777a598caaa,13.0006,completed,2024-10-15 04:19:35,CA
ORD00047,USR0147,0xb2364df14fb186136a48017ecee2ba2285f04e10,Node Monitoring Service,subscription,27.78,1.39,26.39,BTC,ethereum,0x387650b37e6aec866f4457316c48f55effdb5c6cf285b4c785da5faf0c83c68d,,completed,2024-06-11 05:11:23,AE
ORD00048,USR0159,0x4324cf79e0b87ec1125a5afe56be4670eec4009a,Web3 API Access - Starter,subscription,18.48,0.92,17.56,ETH,ethereum,0x8c1976f3f81e82e2295acbf1d4c9aaaf27bf18f3d1a1335d463c2cab19bbda73,6.8173,completed,2024-12-23 04:52:31,AE
ORD00049,USR0021,0x3b314d1abed1f7007b8538045316369d4ed947be,Node Monitoring Service,subscription,28.07,0.0,28.07,USDC,polygon,0x547d0f60eacfb0329e3e07bd15b86e73ac34ace276be10db7a90270913b94011,7.902,completed,2024-10-16 15:24:17,JP
ORD00050,USR0131,0x2f61b5c7960daf3c5653cc838d50b5b753f2ba22,DeFi Portfolio Tracker,subscription,47.54,9.51,38.03,ETH,optimism,0x7b7a4d67ddaf624fcdd53319f1546c76b82c25cacbfea43b66f51f44f74f72b4,3.9259,pending,2024-05-15 16:24:48,IN
ORD00051,USR0051,0x2ff23e4845d76482884da47614284398e774d1fb,Smart Contract Audit Tool,one_time,524.86,0.0,524.86,SOL,polygon,0x3ff578dda39dde06fadfb5fa4abde87e9b09185664ca2792274b2869071a5eb3,7.6647,completed,2024-10-22 05:43:12,KR
ORD00052,USR0195,0x0172f671ad1a25dbfc2cde59cd4a4e323f8a3c39,Wallet Intelligence Report,one_time,160.39,24.06,136.33,USDT,optimism,0x7681d89c773eb14b4bd57c801b167423adf040e0c3babcce37b702ef26d7d5f2,5.1865,completed,2024-12-24 21:44:31,CA
ORD00053,USR0081,0x8de97946561c0c23db2e1c6e4a9af646b7d4b8b4,Smart Contract Audit Tool,one_time,493.23,0.0,493.23,USDT,solana,0xe04f052c3bdb2a3db0e72cd371467ea815663f036a4bc9b635ea16a7301845e4,1.3145,completed,2024-07-01 02:39:40,SG
ORD00054,USR0080,0x3d48b21f5169311258f3b93880b02405f5dec3ed,Web3 API Access - Starter,subscription,18.5,0.0,18.5,SOL,ethereum,0x6b32a8f2947d65637852c205906e1904509417afeaf32ca5603cee80ba2a6257,13.0316,completed,2024-01-23 02:15:13,JP
ORD00055,USR0158,0x02372847473c91b9593e57227bbf6a374ae27104,Wallet Intelligence Report,one_time,151.39,30.28,121.11,USDC,optimism,0x17289735b25eccf577086b4d7b832ab9b2fb8e193aae0d78c4942944994c7884,7.0211,completed,2024-06-28 16:47:06,CA
ORD00056,USR0167,0x70b2dc590cf47c95654f276ab73ecbce0870ebc6,DeFi Portfolio Tracker,subscription,49.01,0.0,49.01,USDC,binance_smart_chain,0x2d64b488f724de4bfbf87df97959417aa90f19a7c3b36f64dcedac6ef76bfc83,12.259,completed,2024-07-03 17:11:01,US
ORD00057,USR0183,0xf37febffb021ac3c9d22247e4e99c74f1c9a92b3,Blockchain Analytics Dashboard,subscription,180.66,27.1,153.56,credit_card,,,,completed,2024-03-08 00:21:56,IN
ORD00058,USR0135,0x075e03fc67099b2c75ae2ae220b0ab1a241ec9f5,Web3 API Access - Pro,subscription,145.21,0.0,145.21,credit_card,,,,completed,2024-05-21 07:46:29,FR
ORD00059,USR0199,0xad77bfea108f66436a2603b757b85a17827d8df0,Token Launch Kit,one_time,1056.79,158.52,898.27,USDC,solana,0x4cc1e347a1f22ed847f6b0ec90e2a930965cd5a0ddffe6b66d25a4146f0b2f57,5.2805,completed,2024-01-21 08:04:55,AE
ORD00060,USR0099,0x6d5cc4adf9db9a163e3a98672035a5b9d649b675,Crypto Tax Reporter,one_time,81.47,8.15,73.32,BTC,polygon,0x44a0469e1dbcf952c5e70425f642c694ce803e6e55b3c69e9d5841bf0b334349,,completed,2024-11-26 17:10:22,UK
ORD00061,USR0170,0x909cf688ee38646a493cc7679fcb9944b40686dc,Smart Contract Audit Tool,one_time,545.68,81.85,463.83,credit_card,,,,pending,2024-04-30 11:34:09,AU
ORD00062,USR0034,0x89cde0c1fb39e2b84a8475a9ca3183657222380d,Wallet Intelligence Report,one_time,143.33,7.17,136.16,BTC,optimism,0x39de2c6c04dd5c6b7559b65615d2240fefd5f56a07abc6a654158685ae2ffa02,,completed,2024-02-02 21:38:18,CA
ORD00063,USR0172,0x535bd5841977df3c752d49d61659785498d20667,Web3 API Access - Pro,subscription,146.72,0.0,146.72,BTC,ethereum,0x5d888a03599be3f52399336dcf7e73a6b36bf7f10f830fb45d03f9f0c3fae8b5,,completed,2024-09-17 09:06:11,IN
ORD00064,USR0055,0xecedeeec059c11c58d4697924b19aec9ab61786d,Token Launch Kit,one_time,937.46,0.0,937.46,USDC,polygon,0xb7c4b1f7831206c5ce2ce394950190a5d469bf86dcd67f0c447ea397f1f3d966,4.789,pending,2024-07-07 20:22:24,CA
ORD00065,USR0130,0x11cb9a91c932738eeee4e9d9655386b377bbd3ca,Web3 API Access - Pro,subscription,149.79,22.47,127.32,USDT,solana,0x38ec9acd89bbad971e93a2521fc13d65709f27d11642dc1d2e7d25106ed928e5,2.4002,completed,2024-12-09 04:30:53,BR
ORD00066,USR0042,0x3acd87b37875d988d51f6176792ecbc36fbfbef6,Smart Contract Audit Tool,one_time,511.45,0.0,511.45,credit_card,,,,completed,2024-10-26 11:09:09,JP
ORD00067,USR0012,0xaf7f3e6b8210c05ab74715645457679c14691c7b,Node Monitoring Service,subscription,27.48,1.37,26.11,BTC,arbitrum,0xd6f74f24bb4890ad30ad2b8c710813c353258ca39b9867338375c300e8679de3,,completed,2024-10-06 11:01:28,JP
ORD00068,USR0115,0x007cc25517fc5582e51b137fc3fc0b88063d1f31,DeFi Portfolio Tracker,subscription,53.56,10.71,42.85,ETH,binance_smart_chain,0xe58310b471b2220c3b2ec8f98b383ef72665433ed3a4bce55e02b79c5f300869,5.8337,completed,2024-04-30 04:26:59,FR
ORD00069,USR0113,0xbf6cdca338f41e36e725ff7cc5abf5e16b999d85,Web3 API Access - Starter,subscription,18.55,1.86,16.69,ETH,binance_smart_chain,0x55ea8f712c43eff6eada6b26207bd397d13dd5e7586726c6efed845145e437f1,12.3449,completed,2024-10-29 04:38:30,BR
ORD00070,USR0036,0xc1c6c73e77b64aa654284860efe4ff8482858956,Crypto Tax Reporter,one_time,84.91,8.49,76.42,SOL,ethereum,0xa8b4cb321df5c626ecb3960f0d002f890d2a1017f68e934e8a4599643a07b233,12.7654,completed,2024-07-05 15:25:46,UK
ORD00071,USR0073,0xfca3b5fd03f4f400a51d6ce6d55ff10ebc0f4ce4,Blockchain Analytics Dashboard,subscription,196.98,19.7,177.28,credit_card,,,,completed,2024-04-15 22:35:57,JP
ORD00072,USR0024,0x24b6dbacdedadf22bb4ddd2c03b95f4c3bb439e9,DeFi Portfolio Tracker,subscription,47.53,0.0,47.53,USDC,binance_smart_chain,0xa6c8e86dc4b2a2c238be91cf25b72831cfa0e6f37af99f1facee63cf2a2dc49a,6.2486,completed,2024-12-09 13:20:49,AU
ORD00073,USR0099,0x6d5cc4adf9db9a163e3a98672035a5b9d649b675,Blockchain Analytics Dashboard,subscription,191.78,0.0,191.78,SOL,optimism,0xd1cb13ba13b267c82a6cdbc9728d48f1353a8d9255ae6ff9f236f9084dfc661b,5.3617,completed,2024-01-11 22:43:37,UK
ORD00074,USR0010,0x05ea1a059529d48deaaae5e044cde401ffec74e6,Crypto Tax Reporter,one_time,82.1,0.0,82.1,credit_card,,,,pending,2024-07-02 11:35:56,IN
ORD00075,USR0115,0x007cc25517fc5582e51b137fc3fc0b88063d1f31,Wallet Intelligence Report,one_time,134.67,0.0,134.67,USDT,polygon,0xb7f12223826d6fb5e431088fb0b4d1dad1dc16dd3d5af6b4a8a164de9c3d8cef,14.1333,completed,2024-01-31 18:26:15,FR
ORD00076,USR0109,0xe7c152f3f5b21b0cf642ded735cf7ce8a99da8e5,Blockchain Analytics Dashboard,subscription,191.09,0.0,191.09,credit_card,,,,completed,2024-04-02 06:58:02,JP
ORD00077,USR0164,0xfb770b849489f20a52f975c48ed3e14e2101a184,Wallet Intelligence Report,one_time,159.03,7.95,151.08,USDT,arbitrum,0xd62fa8f05ac9ac26c36aad0e74a168982a5cbe819ab86249cbfe58441d5cfc7d,0.7383,completed,2024-02-13 01:16:13,KR
ORD00078,USR0062,0x8b124a42d3eeb70314712b3e1cd4bb408059dce0,Smart Contract Audit Tool,one_time,510.46,0.0,510.46,credit_card,,,,completed,2024-01-01 14:34:50,JP
ORD00079,USR0048,0xf67e2c76914bd512335de37979894fe03e92a4e7,Blockchain Analytics Dashboard,subscription,181.79,18.18,163.61,USDT,arbitrum,0xcc5fc3bcf0dc0f981a72dfcd49cf7fa72d4ed328a51245e8424b74c917fc968a,11.903,completed,2024-05-20 01:04:14,SG
ORD00080,USR0006,0x23c760a2a63fe3ddbfafc9dfdc23dd46efc18b85,Node Monitoring Service,subscription,29.79,0.0,29.79,SOL,solana,0x69e02d5b6ffd5af1e251574d723596bf1921b95e6e0f5ab247d473a8f8f3af19,0.7355,completed,2024-01-17 21:46:12,SG
ORD00081,USR0089,0xc130f381300964d81d4319ee470d6e3711551cff,DeFi Portfolio Tracker,subscription,45.12,4.51,40.61,BTC,optimism,0x6ddcd19beebdd302d83648f1976e509282c3194e714a14d8b5f971b3b4a166bd,,completed,2024-08-31 23:46:45,IN
ORD00082,USR0091,0x5addbbbbcce1431ff0b1bdb91ff4c15403030e31,Web3 API Access - Pro,subscription,139.32,27.86,111.46,credit_card,,,,completed,2024-09-06 15:17:21,CA
ORD00083,USR0179,0xaafb3e3ce80442cb81f18286cdb774fa642bb19c,Web3 API Access - Starter,subscription,17.61,2.64,14.97,USDC,binance_smart_chain,0x2cba74f069b616ac3bb4b270d82dc879ccd0c463aa0bde53d531d10a7ebb75ee,4.7549,completed,2024-11-11 03:42:23,FR
ORD00084,USR0052,0x01ed45d1e3cc257df381ce396cfc2c1d7026e99f,NFT Marketplace Pro,subscription,99.3,19.86,79.44,credit_card,,,,completed,2024-04-30 10:07:00,US
ORD00085,USR0065,0x45a4c873d7155973c0d059071523fc0e9060e0e3,NFT Marketplace Pro,subscription,94.76,18.95,75.81,SOL,ethereum,0x70ecc72485ed478f72dec90369e1c3e32a813e5758184324c7921c8baccc4f08,5.3129,completed,2024-03-15 05:12:47,UK
ORD00086,USR0095,0xd56cf51b64d7fbf7e08277278d2ea61b00e77470,Node Monitoring Service,subscription,28.65,1.43,27.22,ETH,solana,0xffc43b5126dd37750bc2821dcbd001c975f8e4c1149ea4bcd8adbe808c14b6a3,7.6949,completed,2024-10-15 16:07:47,SG
ORD00087,USR0133,0xf37509733a25bde75171c0ed34dd5fa006339c56,Crypto Tax Reporter,one_time,77.81,3.89,73.92,ETH,arbitrum,0x351683c742f4e28e756b185b33d627269aa2013b36196640e5efb5fafcfd2e65,8.4094,completed,2024-10-09 08:53:20,US
ORD00088,USR0021,0x3b314d1abed1f7007b8538045316369d4ed947be,Token Launch Kit,one_time,988.19,148.23,839.96,ETH,binance_smart_chain,0xd42c91e0f61fdf7915d8137ad8cf9b83c80835cff241493cfff79ab7e835d9c6,10.5016,completed,2024-04-29 00:44:54,JP
ORD00089,USR0011,0x6d2644d00e1df19eaa14120b9638161aa91740a1,Token Launch Kit,one_time,953.96,190.79,763.17,USDC,ethereum,0x576912b21d6e955ba554a7f34890188ed5da977e469f1d33c9c5ba07b098316d,10.2322,completed,2024-06-17 21:56:21,UK
ORD00090,USR0132,0xf3809546aecf13ff7273cb26a592ce936f99f9ef,Smart Contract Audit Tool,one_time,533.8,80.07,453.73,USDC,binance_smart_chain,0xc34a8de65ff74b2fcbdf56001908d6bc7e464f24855583f7bb6646e583216e23,2.3303,refunded,2024-02-25 10:48:03,IN
ORD00091,USR0166,0xa2893139d798c01e1f33e7aafc750bf4d9390cab,Token Launch Kit,one_time,905.57,0.0,905.57,credit_card,,,,completed,2024-08-08 07:06:11,IN
ORD00092,USR0095,0xd56cf51b64d7fbf7e08277278d2ea61b00e77470,Token Launch Kit,one_time,1013.77,101.38,912.39,credit_card,,,,completed,2024-01-30 20:37:26,SG
ORD00093,USR0081,0x8de97946561c0c23db2e1c6e4a9af646b7d4b8b4,Crypto Tax Reporter,one_time,71.51,0.0,71.51,USDT,binance_smart_chain,0xd72bb84c5a9bf8e0250dd2694500137d05c4ccd796961f1f1f16b0f2dbac89aa,6.1113,completed,2024-02-14 01:25:03,SG
ORD00094,USR0068,0x418782d54081197aad4151b14d2cbd035ee38b0f,Crypto Tax Reporter,one_time,86.84,0.0,86.84,credit_card,,,,completed,2024-03-24 07:56:28,US
ORD00095,USR0052,0x01ed45d1e3cc257df381ce396cfc2c1d7026e99f,Blockchain Analytics Dashboard,subscription,197.09,29.56,167.53,USDC,binance_smart_chain,0x33e115809e6c14a33fb7a62f5997a085c983e241f5049d8e95df08d63806362a,12.2524,completed,2024-01-29 18:12:54,US
ORD00096,USR0082,0xd1a5522483617866c674628466d55d9767c84507,Token Launch Kit,one_time,1007.43,0.0,1007.43,SOL,polygon,0x2324419cae5a13b8831de5df7d05c31f5892b35ea372a225ef800ed1fbd9bbaa,10.7887,completed,2024-08-01 14:20:41,AE
ORD00097,USR0045,0x84e995a694c719f6fb176e12c7540e94fdf63f81,Token Launch Kit,one_time,1095.93,219.19,876.74,ETH,polygon,0xecd8f064daef7582337055ea8e0755dc1a8e9dbd876a81c3de4affb60174a898,11.9604,completed,2024-02-17 03:10:48,DE
ORD00098,USR0142,0xa7e8bc097ef91184e6c6504571d8147f9dd55136,Wallet Intelligence Report,one_time,163.39,0.0,163.39,USDC,arbitrum,0x88703bae766bb8cfca9a0d997e030618e03a083fcb39b1255cf3b90467d1b9ca,1.4533,completed,2024-11-08 02:40:12,CA
ORD00099,USR0184,0x5807dc15ab3dea6c0f52375b1f8e7e78d59b1d2c,Web3 API Access - Starter,subscription,18.66,1.87,16.79,ETH,ethereum,0xda575ac07910ac671ed466b6dbfa45d557f20de37feca9be5cee160cf0772be8,14.5995,completed,2024-10-25 17:07:59,FR
ORD00100,USR0116,0xb09bfb36f8ccf5711a83a30ba444c7a1ccfc0974,Web3 API Access - Starter,subscription,17.59,3.52,14.07,SOL,arbitrum,0x860dc118df972bb22049a2c484e6cce66cafc503af0d8f3e92e2a8d8652288c8,9.0229,completed,2024-05-13 19:06:37,AU
ORD00101,USR0034,0x89cde0c1fb39e2b84a8475a9ca3183657222380d,Node Monitoring Service,subscription,26.42,0.0,26.42,ETH,arbitrum,0x02b0af14bdc0d8e948b69fe421f9ff5e4ed975d8b55da1bf900bcc5a0009f672,4.9098,completed,2024-12-03 04:19:08,CA
ORD00102,USR0182,0xb2787002b197d4bab607397d0855e655a5353cc1,DeFi Portfolio Tracker,subscription,52.87,10.57,42.3,BTC,ethereum,0x6242a5213f25acb3bac190c162cbff89b5c20b7e610107aaee7712ebc1d23b41,,completed,2024-07-20 12:28:40,AE
