date,token,open_usd,high_usd,low_usd,close_usd,volume_usd,source
2024-01-18,OP,2.1348,2.3676,1.9312,2.2291,261844878.95,binance
2024-01-18,BNB,396.5361,461.1443,386.1886,427.5444,2421012872.32,binance
2024-01-18,LINK,18.8871,19.0704,17.0418,19.9157,4732802230.23,coingecko
2024-01-19,ETH,3251.533,3353.2019,3136.2921,2959.7175,2761778057.44,coingecko
2024-01-19,BTC,64129.6352,65515.4187,63112.2515,60942.058,248513804.9,binance
2024-01-19,USDC,1.0795,1.0593,0.8825,0.9461,764197516.87,coingecko
2024-01-19,USDT,0.9885,1.1327,0.8994,1.0485,3548126883.34,coinmarketcap
2024-01-19,SOL,169.8103,182.809,165.4325,183.7192,2322749733.43,coinmarketcap
2024-01-19,MATIC,0.819,0.9604,0.7666,0.8096,3099653247.23,binance
2024-01-19,ARB,1.2105,1.3134,1.1249,1.2467,3304569390.73,coingecko
2024-01-19,OP,2.0269,2.4064,1.8317,2.2332,840427175.26,coinmarketcap
2024-01-19,BNB,427.4164,472.3037,368.34,431.912,3657061314.77,binance
2024-01-19,LINK,18.7975,19.9811,18.4204,17.9722,1898164175.56,coingecko
2024-01-20,ETH,3005.7881,3643.6868,2912.9709,3116.4158,4673573962.52,coinmarketcap
2024-01-20,BTC,63480.0348,65795.2768,64759.7279,60102.8664,1620516607.8,coinmarketcap
2024-01-20,USDC,1.0084,1.1202,0.9316,0.9289,4790410404.51,binance
2024-01-20,USDT,1.0401,1.0624,0.9482,0.9769,4244038128.67,coinmarketcap
2024-01-20,SOL,174.4415,195.9291,165.538,166.2584,2182074809.99,coingecko
2024-01-20,MATIC,0.8551,0.8849,0.8144,0.8111,172997112.4,coingecko
2024-01-20,ARB,1.2776,1.2765,1.0642,1.2209,4477094602.68,coinmarketcap
2024-01-20,OP,2.11,2.3452,2.0541,2.0738,3509478745.1,coingecko
2024-01-20,BNB,387.3019,462.7945,402.6976,419.9655,2637057339.49,coingecko
2024-01-20,LINK,19.4723,18.6799,16.0012,18.1549,3349472656.12,binance
2024-01-21,ETH,3282.0315,3494.5166,2772.8588,3113.2018,2095538857.2,coingecko
2024-01-21,BTC,60124.5184,73046.4451,57044.8036,63196.9896,1652980083.33,binance
2024-01-21,USDC,0.9251,1.0919,0.8996,0.992,403000093.14,coingecko
2024-01-21,USDT,1.064,1.0015,0.949,0.9762,1638686972.22,binance
2024-01-21,SOL,171.2148,192.1319,151.6008,176.2199,4713614857.01,binance
2024-01-21,MATIC,0.7836,0.9769,0.8057,0.9085,2947430367.0,coinmarketcap
2024-01-21,ARB,1.1317,1.2236,1.0823,1.1548,4013768771.65,binance
2024-01-21,OP,1.9981,2.2919,2.0012,2.0028,3225130269.24,coingecko
2024-01-21,BNB,448.4015,462.6596,369.5434,386.8882,1655913089.84,binance
2024-01-21,LINK,18.9032,19.0628,17.6464,17.6654,3145268022.32,coingecko
2024-01-22,ETH,3013.1621,3671.34,3148.9724,3319.8111,74313385.76,coinmarketcap
2024-01-22,BTC,68350.8756,71568.9287,59964.4445,66611.7198,1491216789.98,binance
2024-01-22,USDC,1.059,1.0018,0.9449,1.0022,605948118.27,coingecko
2024-01-22,USDT,1.0544,1.0667,0.946,1.009,4036292457.15,binance
2024-01-22,SOL,174.6645,196.6541,161.3628,169.5383,1031225042.33,coingecko
2024-01-22,MATIC,0.8215,0.933,0.8155,0.8297,3881481984.97,binance
2024-01-22,ARB,1.1611,1.282,1.1606,1.2343,2537714269.02,binance
2024-01-22,OP,1.9474,2.1623,2.0948,2.2235,1023831499.89,coingecko
2024-01-22,BNB,418.7101,482.6804,358.5149,387.8757,301722100.15,coingecko
2024-01-22,LINK,19.8532,21.0789,15.9956,19.8089,3983489928.81,coinmarketcap
2024-01-23,ETH,3064.9921,3674.9702,3036.9328,3189.0341,3773404264.87,coinmarketcap
2024-01-23,BTC,69996.874,68450.3429,64215.1933,66301.88,1175618079.07,coingecko
2024-01-23,USDC,0.9762,1.1266,0.8519,0.9628,3251343184.46,coinmarketcap
2024-01-23,USDT,1.0455,1.0006,0.9161,0.9578,4623922876.3,coinmarketcap
2024-01-23,SOL,185.8933,190.9827,173.5039,173.6081,3183485597.59,coinmarketcap
2024-01-23,MATIC,0.7855,0.8735,0.7611,0.7839,2937668412.52,coinmarketcap
2024-01-23,ARB,1.1674,1.3524,1.0326,1.2536,2843217465.71,binance
2024-01-23,OP,2.1438,2.3214,2.0949,2.1251,3952870869.32,coinmarketcap
2024-01-23,BNB,410.0525,449.4746,409.8744,424.5866,1792104591.95,coinmarketcap
2024-01-23,LINK,17.8329,20.5544,17.4077,19.016,2620152530.22,coingecko
2024-01-24,ETH,3332.4221,3412.0178,2821.2262,3399.1538,1111816795.96,binance
2024-01-24,BTC,61308.7041,70467.8682,58157.2752,67289.0701,537537994.42,binance
2024-01-24,USDC,0.9668,1.0306,0.8692,1.0433,4391800564.8,coingecko
2024-01-24,USDT,1.0424,1.1326,0.947,0.9663,4595018954.05,binance
2024-01-24,SOL,170.2638,175.0384,149.5083,164.613,994590999.93,coingecko
2024-01-24,MATIC,0.8611,0.961,0.785,0.8068,849811607.42,coinmarketcap
2024-01-24,ARB,1.1723,1.209,1.1709,1.1371,1786614528.89,binance
2024-01-24,OP,2.0032,2.2611,1.9212,2.0782,811382762.67,binance
2024-01-24,BNB,439.3594,436.7375,390.1877,405.3163,1155800298.3,coingecko
2024-01-24,LINK,17.0407,19.1326,16.7022,18.2624,4719077794.97,coinmarketcap
2024-01-25,ETH,3064.9548,3216.7908,3001.6154,3435.1578,1910385315.31,coingecko
2024-01-25,BTC,69474.8896,71187.1157,58421.7381,64562.1643,1221663484.52,coinmarketcap
2024-01-25,USDC,1.0646,1.0729,0.9656,1.0079,444291844.82,binance
2024-01-25,USDT,0.9351,1.0219,0.8512,1.0755,1812784389.86,coinmarketcap
2024-01-25,SOL,178.2468,183.1397,169.6246,167.95,4180213711.11,coingecko
2024-01-25,MATIC,0.7958,0.9251,0.794,0.877,1544229570.75,binance
2024-01-25,ARB,1.1746,1.3279,1.0564,1.2806,517433245.69,binance
2024-01-25,OP,2.0179,2.4027,1.844,2.2298,60457366.13,binance
2024-01-25,BNB,433.3039,453.5825,405.9303,445.7251,1834748987.96,binance
2024-01-25,LINK,17.6764,18.5225,17.553,19.3226,743724046.19,coingecko
2024-01-26,ETH,3332.797,3223.4484,2857.6843,2990.4123,1335476362.35,binance
2024-01-26,BTC,69050.4069,71824.8617,62163.7393,68755.6544,1840082571.77,binance
2024-01-26,USDC,1.057,1.0393,0.9877,1.0524,942281333.32,coingecko
2024-01-26,USDT,1.069,1.0777,0.8522,1.0182,3638410511.65,binance
2024-01-26,SOL,179.6703,195.5184,163.2056,175.4694,824130077.12,coingecko
2024-01-26,MATIC,0.8728,0.8962,0.7563,0.8004,4003779201.16,coinmarketcap
2024-01-26,ARB,1.2144,1.325,1.183,1.2099,1138245505.33,binance
2024-01-26,OP,2.0629,2.3157,2.0909,2.2211,714976337.47,binance
2024-01-26,BNB,405.6962,468.5487,417.25,408.8152,2058335848.9,coinmarketcap
2024-01-26,LINK,18.9899,20.3226,16.0811,19.4209,1145827822.63,binance
2024-01-27,ETH,3120.2884,3240.3255,2950.2909,3180.2268,4755569071.68,binance
2024-01-27,BTC,62883.9915,74049.5859,61900.7122,64658.7148,4443792963.94,binance
2024-01-27,USDC,1.0158,1.1386,0.988,0.9805,2249451468.61,coinmarketcap
2024-01-27,USDT,0.9562,1.0084,0.956,0.9659,1454059460.38,binance
2024-01-27,SOL,180.0657,186.0838,167.0228,169.6051,3043892853.39,coingecko
2024-01-27,MATIC,0.875,0.8992,0.7421,0.851,4584188813.48,coingecko
2024-01-27,ARB,1.1085,1.3756,1.1005,1.1165,130308330.69,coinmarketcap
2024-01-27,OP,2.1029,2.3806,1.8306,1.9973,4734468467.67,binance
2024-01-27,BNB,437.0811,445.005,396.1444,428.5419,2549969966.22,coingecko
2024-01-27,LINK,17.2034,20.0051,18.3197,19.8877,1423889341.34,coinmarketcap
2024-01-28,ETH,3221.0202,3489.966,2905.9516,3424.6422,1645510686.27,coingecko
2024-01-28,BTC,67076.2447,66757.8502,64954.1973,61614.8113,723140925.32,coinmarketcap
2024-01-28,USDC,1.0786,1.0089,0.9649,0.9332,3933066828.4,coingecko
2024-01-28,USDT,1.0455,1.018,0.9568,1.0387,3121739296.82,coingecko
2024-01-28,SOL,180.2516,189.6579,160.0528,175.4798,718498861.2,binance
2024-01-28,MATIC,0.861,0.9116,0.7773,0.8438,3541030724.32,binance
2024-01-28,ARB,1.1598,1.36,1.0915,1.1904,2362192655.99,binance
2024-01-28,OP,2.1538,2.2101,1.9708,2.0814,550223597.38,coingecko
2024-01-28,BNB,438.1465,459.0843,387.3307,395.199,3579439022.5,coingecko
2024-01-28,LINK,18.5893,19.7311,18.3001,17.6091,2392054748.9,binance
2024-01-29,ETH,3373.3173,3325.6235,2933.5078,3306.7747,3837987241.57,coinmarketcap
2024-01-29,BTC,67302.0638,66599.884,59007.6804,65196.5127,1172478213.11,coingecko
2024-01-29,USDC,0.9739,1.0986,0.9423,0.9838,237893758.74,binance
2024-01-29,USDT,0.9827,1.0069,0.9963,1.052,4737469457.26,binance
2024-01-29,SOL,165.3299,196.7125,149.5081,169.6087,4974899417.61,coinmarketcap
2024-01-29,MATIC,0.8786,0.9021,0.817,0.8199,3204305124.95,coingecko
2024-01-29,ARB,1.1577,1.308,1.1519,1.2433,1201447996.41,coingecko
2024-01-29,OP,2.0279,2.3152,1.8699,1.9595,1758110067.48,coingecko
2024-01-29,BNB,409.4264,473.8522,417.3255,409.3724,3894568592.76,coingecko
2024-01-29,LINK,17.7631,19.349,17.2287,17.4588,305546457.09,binance
2024-01-30,ETH,3417.9045,3383.4868,3042.8204,3404.7458,2940617895.21,coingecko
2024-01-30,BTC,63425.9429,65584.5566,57699.1091,67869.3868,1799750001.75,coinmarketcap
2024-01-30,USDC,1.0403,1.0932,0.9683,1.0419,3590458293.39,binance
2024-01-30,USDT,0.95,1.087,0.8729,0.9595,4158400188.02,coingecko
2024-01-30,SOL,173.3906,186.0068,160.4595,179.1165,3245352772.97,coinmarketcap
2024-01-30,MATIC,0.8637,0.911,0.7597,0.8135,4989728322.99,coingecko
2024-01-30,ARB,1.1986,1.3505,1.0284,1.2539,659315952.82,coingecko
2024-01-30,OP,1.9932,2.189,2.0967,2.2518,2286004131.9,binance
2024-01-30,BNB,452.2914,429.572,400.4426,391.7608,3378162422.08,coinmarketcap
2024-01-30,LINK,17.1958,19.5133,16.5237,19.5648,1967746375.41,binance
2024-01-31,ETH,2956.3061,3276.4549,2946.5109,3005.9058,850930453.98,coingecko
2024-01-31,BTC,65655.5234,70245.7714,64091.933,61426.8079,3876093483.3,binance
2024-01-31,USDC,1.0639,1.0407,0.9989,0.9762,586548573.12,binance
2024-01-31,USDT,1.0505,1.0927,0.9235,0.9956,2615131886.27,coinmarketcap
2024-01-31,SOL,181.1913,184.0568,165.8771,172.2593,4227846055.84,coinmarketcap
2024-01-31,MATIC,0.8374,0.9039,0.7917,0.8362,4938541564.63,coinmarketcap
2024-01-31,ARB,1.226,1.2609,1.0232,1.2498,1878948954.57,coinmarketcap
2024-01-31,OP,1.9338,2.3355,2.0781,1.9858,1751919638.91,coinmarketcap
2024-01-31,BNB,453.2049,467.6751,398.5628,419.1809,1547806230.8,coingecko
2024-01-31,LINK,18.6737,20.7295,17.1918,19.858,2351007665.65,coingecko
2024-02-01,ETH,3358.9255,3235.3723,3053.6777,3412.5571,2054829789.64,coinmarketcap
2024-02-01,BTC,67810.7837,66863.4063,56393.0595,62333.7555,588850453.81,binance
2024-02-01,USDC,0.9426,1.1397,0.9618,0.9899,3952140735.94,coinmarketcap
2024-02-01,USDT,0.9695,1.1326,0.9293,1.0684,4485190816.78,binance
2024-02-01,SOL,181.8756,189.8775,149.2629,184.7581,2370016949.09,binance
2024-02-01,MATIC,0.7942,0.8805,0.8158,0.8127,2373917329.39,binance
2024-02-01,ARB,1.1262,1.2128,1.1124,1.2415,804977118.19,coinmarketcap
2024-02-01,OP,2.066,2.1165,1.92,2.0269,31391603.75,coingecko
2024-02-01,BNB,437.4484,464.2237,377.178,415.9756,4217611401.25,binance
2024-02-01,LINK,17.2769,21.1703,16.7884,19.2132,1959580012.34,coingecko
